,Lagrange Point,x,y
0,L3,-1.0000011972736955,0.0
1,L1,0.989814195220506,0.0
2,L2,1.0102490373301862,0.0
3,L4,0.0,0.8660255670547485
4,L5,0.0,-0.8660255670547485
