-2.00000000E+00 -2.00000000E+00 -1.74229509E+01 -7.65033649E+00 -7.62945250E+00
-2.00000000E+00 -1.90000000E+00 -1.66805617E+01 -7.62176356E+00 -7.21841630E+00
-2.00000000E+00 -1.80000000E+00 -1.59792466E+01 -7.59073515E+00 -6.80801183E+00
-2.00000000E+00 -1.70000000E+00 -1.53189289E+01 -7.55712128E+00 -6.39852117E+00
-2.00000000E+00 -1.60000000E+00 -1.46995007E+01 -7.52082079E+00 -5.99028231E+00
-2.00000000E+00 -1.50000000E+00 -1.41208175E+01 -7.48177627E+00 -5.58369407E+00
-2.00000000E+00 -1.40000000E+00 -1.35826916E+01 -7.43999262E+00 -5.17921882E+00
-2.00000000E+00 -1.30000000E+00 -1.30848859E+01 -7.39555945E+00 -4.77738172E+00
-2.00000000E+00 -1.20000000E+00 -1.26271079E+01 -7.34867662E+00 -4.37876450E+00
-2.00000000E+00 -1.10000000E+00 -1.22090048E+01 -7.29968198E+00 -3.98399198E+00
-2.00000000E+00 -1.00000000E+00 -1.18301599E+01 -7.24907894E+00 -3.59370888E+00
-2.00000000E+00 -9.00000000E-01 -1.14900923E+01 -7.19756051E+00 -3.20854545E+00
-2.00000000E+00 -8.00000000E-01 -1.11882610E+01 -7.14602488E+00 -2.82907091E+00
-2.00000000E+00 -7.00000000E-01 -1.09240733E+01 -7.09557661E+00 -2.45573572E+00
-2.00000000E+00 -6.00000000E-01 -1.06969001E+01 -7.04750732E+00 -2.08880625E+00
-2.00000000E+00 -5.00000000E-01 -1.05060976E+01 -7.00325051E+00 -1.72829862E+00
-2.00000000E+00 -4.00000000E-01 -1.03510356E+01 -6.96430808E+00 -1.37392129E+00
-2.00000000E+00 -3.00000000E-01 -1.02311299E+01 -6.93215099E+00 -1.02503818E+00
-2.00000000E+00 -2.00000000E-01 -1.01458773E+01 -6.90810234E+00 -6.80663715E-01
-2.00000000E+00 -1.00000000E-01 -1.00948899E+01 -6.89321709E+00 -3.39497487E-01
-2.00000000E+00  1.77635684E-15 -1.00779221E+01 -6.88817676E+00  6.02566723E-15
-2.00000000E+00  1.00000000E-01 -1.00948899E+01 -6.89321709E+00  3.39497487E-01
-2.00000000E+00  2.00000000E-01 -1.01458773E+01 -6.90810234E+00  6.80663715E-01
-2.00000000E+00  3.00000000E-01 -1.02311299E+01 -6.93215099E+00  1.02503818E+00
-2.00000000E+00  4.00000000E-01 -1.03510356E+01 -6.96430808E+00  1.37392129E+00
-2.00000000E+00  5.00000000E-01 -1.05060976E+01 -7.00325051E+00  1.72829862E+00
-2.00000000E+00  6.00000000E-01 -1.06969001E+01 -7.04750732E+00  2.08880625E+00
-2.00000000E+00  7.00000000E-01 -1.09240733E+01 -7.09557661E+00  2.45573572E+00
-2.00000000E+00  8.00000000E-01 -1.11882610E+01 -7.14602488E+00  2.82907091E+00
-2.00000000E+00  9.00000000E-01 -1.14900923E+01 -7.19756051E+00  3.20854545E+00
-2.00000000E+00  1.00000000E+00 -1.18301599E+01 -7.24907894E+00  3.59370888E+00
-2.00000000E+00  1.10000000E+00 -1.22090048E+01 -7.29968198E+00  3.98399198E+00
-2.00000000E+00  1.20000000E+00 -1.26271079E+01 -7.34867662E+00  4.37876450E+00
-2.00000000E+00  1.30000000E+00 -1.30848859E+01 -7.39555945E+00  4.77738172E+00
-2.00000000E+00  1.40000000E+00 -1.35826916E+01 -7.43999262E+00  5.17921882E+00
-2.00000000E+00  1.50000000E+00 -1.41208175E+01 -7.48177627E+00  5.58369407E+00
-2.00000000E+00  1.60000000E+00 -1.46995007E+01 -7.52082079E+00  5.99028231E+00
-2.00000000E+00  1.70000000E+00 -1.53189289E+01 -7.55712128E+00  6.39852117E+00
-2.00000000E+00  1.80000000E+00 -1.59792466E+01 -7.59073515E+00  6.80801183E+00
-2.00000000E+00  1.90000000E+00 -1.66805617E+01 -7.62176356E+00  7.21841630E+00
-2.00000000E+00  2.00000000E+00 -1.74229509E+01 -7.65033649E+00  7.62945250E+00
-1.90000000E+00 -2.00000000E+00 -1.66782634E+01 -7.24359159E+00 -7.60111252E+00
-1.90000000E+00 -1.90000000E+00 -1.59388353E+01 -7.21293562E+00 -7.18750315E+00
-1.90000000E+00 -1.80000000E+00 -1.52407475E+01 -7.17940700E+00 -6.77435375E+00
-1.90000000E+00 -1.70000000E+00 -1.45839393E+01 -7.14280678E+00 -6.36196584E+00
-1.90000000E+00 -1.60000000E+00 -1.39683166E+01 -7.10295886E+00 -5.95071093E+00
-1.90000000E+00 -1.50000000E+00 -1.33937444E+01 -7.05972712E+00 -5.54103959E+00
-1.90000000E+00 -1.40000000E+00 -1.28600381E+01 -7.01303795E+00 -5.13348884E+00
-1.90000000E+00 -1.30000000E+00 -1.23669551E+01 -6.96290854E+00 -4.72868608E+00
-1.90000000E+00 -1.20000000E+00 -1.19141855E+01 -6.90948116E+00 -4.32734712E+00
-1.90000000E+00 -1.10000000E+00 -1.15013439E+01 -6.85306241E+00 -3.93026512E+00
-1.90000000E+00 -1.00000000E+00 -1.11279624E+01 -6.79416529E+00 -3.53828708E+00
-1.90000000E+00 -9.00000000E-01 -1.07934876E+01 -6.73354977E+00 -3.15227408E+00
-1.90000000E+00 -8.00000000E-01 -1.04972814E+01 -6.67225514E+00 -2.77304295E+00
-1.90000000E+00 -7.00000000E-01 -1.02386295E+01 -6.61161552E+00 -2.40128870E+00
-1.90000000E+00 -6.00000000E-01 -1.00167581E+01 -6.55324768E+00 -2.03749130E+00
-1.90000000E+00 -5.00000000E-01 -9.83086009E+00 -6.49900151E+00 -1.68181523E+00
-1.90000000E+00 -4.00000000E-01 -9.68013192E+00 -6.45086633E+00 -1.33401611E+00
-1.90000000E+00 -3.00000000E-01 -9.56381777E+00 -6.41083360E+00 -9.93373187E-01
-1.90000000E+00 -2.00000000E-01 -9.48125886E+00 -6.38072668E+00 -6.58667449E-01
-1.90000000E+00 -1.00000000E-01 -9.43194191E+00 -6.36201929E+00 -3.28220627E-01
-1.90000000E+00  1.77635684E-15 -9.41554031E+00 -6.35567219E+00  5.82365975E-15
-1.90000000E+00  1.00000000E-01 -9.43194191E+00 -6.36201929E+00  3.28220627E-01
-1.90000000E+00  2.00000000E-01 -9.48125886E+00 -6.38072668E+00  6.58667449E-01
-1.90000000E+00  3.00000000E-01 -9.56381777E+00 -6.41083360E+00  9.93373187E-01
-1.90000000E+00  4.00000000E-01 -9.68013192E+00 -6.45086633E+00  1.33401611E+00
-1.90000000E+00  5.00000000E-01 -9.83086009E+00 -6.49900151E+00  1.68181523E+00
-1.90000000E+00  6.00000000E-01 -1.00167581E+01 -6.55324768E+00  2.03749130E+00
-1.90000000E+00  7.00000000E-01 -1.02386295E+01 -6.61161552E+00  2.40128870E+00
-1.90000000E+00  8.00000000E-01 -1.04972814E+01 -6.67225514E+00  2.77304295E+00
-1.90000000E+00  9.00000000E-01 -1.07934876E+01 -6.73354977E+00  3.15227408E+00
-1.90000000E+00  1.00000000E+00 -1.11279624E+01 -6.79416529E+00  3.53828708E+00
-1.90000000E+00  1.10000000E+00 -1.15013439E+01 -6.85306241E+00  3.93026512E+00
-1.90000000E+00  1.20000000E+00 -1.19141855E+01 -6.90948116E+00  4.32734712E+00
-1.90000000E+00  1.30000000E+00 -1.23669551E+01 -6.96290854E+00  4.72868608E+00
-1.90000000E+00  1.40000000E+00 -1.28600381E+01 -7.01303795E+00  5.13348884E+00
-1.90000000E+00  1.50000000E+00 -1.33937444E+01 -7.05972712E+00  5.54103959E+00
-1.90000000E+00  1.60000000E+00 -1.39683166E+01 -7.10295886E+00  5.95071093E+00
-1.90000000E+00  1.70000000E+00 -1.45839393E+01 -7.14280678E+00  6.36196584E+00
-1.90000000E+00  1.80000000E+00 -1.52407475E+01 -7.17940700E+00  6.77435375E+00
-1.90000000E+00  1.90000000E+00 -1.59388353E+01 -7.21293562E+00  7.18750315E+00
-1.90000000E+00  2.00000000E+00 -1.66782634E+01 -7.24359159E+00  7.60111252E+00
-1.80000000E+00 -2.00000000E+00 -1.59741925E+01 -6.83804857E+00 -7.57087638E+00
-1.80000000E+00 -1.90000000E+00 -1.52379349E+01 -6.80529753E+00 -7.15428952E+00
-1.80000000E+00 -1.80000000E+00 -1.45433276E+01 -6.76921093E+00 -6.73791755E+00
-1.80000000E+00 -1.70000000E+00 -1.38903340E+01 -6.72950278E+00 -6.32207259E+00
-1.80000000E+00 -1.60000000E+00 -1.32788823E+01 -6.68589901E+00 -5.90715207E+00
-1.80000000E+00 -1.50000000E+00 -1.27088563E+01 -6.63815621E+00 -5.49365349E+00
-1.80000000E+00 -1.40000000E+00 -1.21800840E+01 -6.58608766E+00 -5.08218858E+00
-1.80000000E+00 -1.30000000E+00 -1.16923263E+01 -6.52959807E+00 -4.67349478E+00
-1.80000000E+00 -1.20000000E+00 -1.12452638E+01 -6.46872788E+00 -4.26844091E+00
-1.80000000E+00 -1.10000000E+00 -1.08384838E+01 -6.40370729E+00 -3.86802262E+00
